G;01;19;107;64;51;123;57;64;71;67;62;54;49;65;87;46;49;51;62;62
M;01;25;129;100;70;80;104;81;62;30;55;75;82;108;75;65;80;97;45;78;62;66;70;150;97;140
H;01;21;87;125;141;125;111;95;34;32;56;73;44;73;50;77;74;51;98;96;66;144
T;01;23;119;134;129;116;145;111;135;121;147;118;116;115;127;132;157;139;132;140;146;111;154;120
C;01;20;81;158;145;124;93;57;119;155;66;61;98;103;100;85;72;148;154;154;146
Y;01;24;186;117;151;109;130;116;87;94;84;86;102;132;100;81;64;79;81;40;59;105;123;142;127
Z;01;14;98;114;131;74;127;52;124;67;105;130;183;64;127
N;01;19;105;77;116;95;79;59;111;86;101;105;108;118;121;114;86;105;123;99
F;01;16;186;117;151;109;117;148;87;80;142;112;157;79;140;141;116
E;01;38;154;111;154;81;139;118;61;98;63;83;101;81;51;101;110;73;120;75;87;103;60;85;110;113;120;43;214;244;93;86;75;103;138;130;79;120;115
S;01;21;57;129;115;102;61;65;70;68;53;67;139;141;151;129;82;152;143;108;127;249
I;01;27;105;76;137;51;68;83;108;130;127;84;60;105;99;67;144;111;133;130;110;149;145;159;118;148;133;116
A;01;20;113;75;96;122;68;110;99;117;88;76;62;64;67;65;50;64;68;64;68
